Place,Location,Area,Rooms,Air Conditioning,Built-in Wardrobes,Elevator,Heating,Garage,Terrace,Price
Piso,Carabanchel,61,2,1,1,0,1,0,1,130000
Piso,Barajas,107,4,1,1,1,1,1,1,415000
Piso,Ciudad Lineal,60,3,1,0,1,1,1,0,175000
Piso,San Blas,72,2,1,1,0,1,1,0,215000
Piso,Moncloa,244,6,1,1,1,1,0,0,950000
Piso,Chamartín,88,3,1,1,0,1,0,1,345000
Piso,Chamberí,40,1,0,1,1,1,0,0,275000
Piso,Centro,88,2,1,1,1,1,0,1,899000
Piso,Centro,46,1,1,1,1,1,0,0,469000
Piso,Latina,64,2,0,1,1,1,1,1,159900
Piso,Salamanca,121,3,1,1,1,1,0,0,1300000
Piso,Tetuán,230,4,1,0,1,1,0,1,1200000
Piso,Puente de Vallecas,67,3,0,1,1,1,0,1,71000
Piso,Centro,70,2,1,1,1,1,1,1,575500
Piso,Latina,77,3,0,1,1,1,0,1,169900
Piso,San Blas,114,2,0,1,1,0,1,0,355000
Ático,Chamartín,78,2,1,1,1,1,0,1,590000
Piso,Hortaleza,140,3,1,1,1,1,1,1,760000
Piso,Carabanchel,65,2,0,0,0,0,0,0,212061
Piso,Salamanca,95,2,0,1,1,1,0,0,499000
Piso,Salamanca,87,2,0,0,1,1,0,0,379000
Dúplex,Centro,42,1,0,1,0,1,0,0,175000
Piso,Usera,95,3,0,1,1,1,1,1,219500
Piso,Tetuán,53,3,1,0,0,0,0,0,275000
Piso,Centro,130,4,1,1,1,1,0,0,690000
Piso,Usera,70,3,1,1,0,1,0,0,149999
Piso,Hortaleza,95,2,1,1,1,1,0,1,329000
Piso,Chamberí,124,3,0,0,0,0,0,0,1200000
Piso,Fuencarral,41,1,1,1,0,1,0,0,155000
Piso,Puente de Vallecas,73,3,1,1,0,1,0,1,134990
Piso,Tetuán,35,1,0,1,1,0,0,0,113000
Piso,Carabanchel,64,1,0,1,1,1,1,0,235000
Piso,Carabanchel,63,2,0,1,0,1,0,1,124000
Piso,Salamanca,280,3,1,1,1,1,1,0,2600000
Piso,Chamartín,155,3,0,1,1,1,0,1,749000
Piso,Carabanchel,98,3,0,1,1,0,0,1,160000
Piso,Carabanchel,76,3,0,0,0,0,0,0,121000
Piso,Salamanca,65,4,0,0,0,1,1,0,360000
Piso,Ciudad Lineal,76,3,0,1,1,1,0,1,280000
Piso,Salamanca,160,3,1,1,1,1,0,1,1650000
Piso,San Blas,54,2,1,1,0,1,0,0,120000
Ático,Chamartín,134,1,1,1,1,1,1,1,765000
Piso,Centro,138,5,0,0,0,0,0,1,457000
Piso,Fuencarral,250,6,0,1,1,1,1,1,810000
Piso,Retiro,121,3,0,1,1,1,0,0,770000
Piso,Moncloa,81,3,1,0,1,1,0,0,499000
Piso,Centro,76,2,1,0,1,1,0,0,485000
Piso,Arganzuela,76,3,0,1,1,1,0,0,335000
Piso,Salamanca,137,3,1,0,0,1,0,0,1395000
Piso,Latina,76,3,1,1,1,1,0,1,204900
Piso,Centro,87,2,1,1,1,1,0,0,525000
Piso,Centro,130,2,1,1,1,1,0,0,735000
Piso,Centro,148,2,1,1,1,1,0,1,1350000
Piso,Centro,89,2,1,0,1,1,0,0,548000
Piso,Retiro,123,3,0,0,1,1,0,1,560000
Piso,Chamberí,101,3,0,1,1,1,0,1,860000
Piso,San Blas,55,2,0,1,0,0,0,0,126000
Piso,Carabanchel,75,2,0,0,1,0,0,0,320000
Piso,Centro,68,1,1,1,1,0,0,1,420000
Piso,Puente de Vallecas,56,2,0,0,1,1,0,0,110000
Ático,Centro,200,4,1,1,1,1,0,1,970000
Piso,Moncloa,75,2,1,0,1,1,0,0,420000
Piso,Villaverde,60,3,0,0,0,0,0,1,125000
Piso,Arganzuela,85,3,1,1,1,1,0,0,355000
Piso,Puente de Vallecas,73,3,0,0,1,0,0,1,135000
Piso,Puente de Vallecas,78,2,1,0,1,1,0,1,162000
Piso,Puente de Vallecas,30,1,1,0,0,0,0,0,78600
Piso,Latina,57,2,1,1,0,0,0,0,140000
Piso,Carabanchel,70,3,0,0,0,1,0,1,170000
Piso,Tetuán,74,2,1,0,1,0,0,0,294000
Piso,Vicálvaro,65,2,1,0,0,1,0,1,165000
Piso,Villaverde,65,2,1,1,0,1,0,0,139990
Piso,Chamberí,93,2,1,1,1,0,0,0,980000
Piso,Latina,83,3,0,0,0,0,0,1,205500
Ático,Moncloa,250,5,1,1,1,0,1,1,1200000
Piso,Villaverde,81,3,0,0,0,0,0,1,129000
Piso,Puente de Vallecas,73,3,0,1,1,1,0,0,179000
Piso,Chamartín,245,5,0,0,1,1,1,1,1200000
Piso,Centro,65,1,1,0,1,1,0,0,520000
Piso,Retiro,80,2,0,1,1,1,0,0,585000
Piso,Hortaleza,69,3,0,1,1,1,0,0,242000
Piso,Villaverde,59,3,1,1,1,1,0,1,120000
Piso,Arganzuela,52,1,1,1,0,1,0,1,320000
Piso,Ciudad Lineal,320,5,1,1,1,1,1,1,1450000
Piso,Usera,56,1,0,0,1,1,0,0,97000
Piso,Carabanchel,90,2,0,1,1,0,0,1,209990
Piso,Centro,110,1,1,1,1,1,0,0,790000
Piso,Salamanca,222,4,1,1,1,1,0,0,800000
Ático,Chamartín,151,4,0,1,1,1,1,1,625000
Piso,Retiro,114,3,1,1,1,1,1,0,540000
Piso,Salamanca,64,2,1,1,1,1,0,0,590000
Piso,Villa de Vallecas,50,2,1,0,0,1,0,1,140000
Piso,Vicálvaro,78,3,0,0,0,1,0,0,174900
Piso,Salamanca,70,2,1,1,1,1,0,0,679000
Piso,Retiro,116,2,1,1,1,1,1,1,485000
Piso,Retiro,100,4,1,1,1,1,0,1,385000
Piso,Puente de Vallecas,81,2,1,1,1,1,1,0,255000
Piso,Chamartín,216,6,0,1,1,1,1,1,625000
Piso,Centro,187,2,0,1,1,1,0,0,1100000
Piso,Centro,148,4,1,0,1,1,0,0,820000
Piso,Ciudad Lineal,68,2,0,0,0,1,0,1,240000
Piso,Ciudad Lineal,61,2,1,0,0,1,0,1,199900
Piso,Moncloa,141,4,0,0,1,0,0,1,749000
Piso,Hortaleza,150,2,1,1,1,1,1,1,720000
Piso,Puente de Vallecas,82,3,0,1,0,1,0,1,145000
Piso,Puente de Vallecas,50,2,1,1,0,1,0,1,135000
Piso,San Blas,58,1,1,1,1,0,1,0,173000
Piso,Puente de Vallecas,73,3,0,0,1,1,0,1,179000
Piso,Centro,122,2,1,1,1,1,1,0,584000
Piso,Salamanca,98,2,1,1,1,1,0,0,860000
Piso,Centro,42,1,1,1,1,1,0,0,240000
Piso,Villa de Vallecas,124,2,1,1,1,1,1,1,265000
Piso,Carabanchel,86,3,0,1,0,1,0,1,145000
Piso,Centro,160,7,0,0,0,1,0,0,425000
Piso,Arganzuela,124,4,1,1,1,1,0,0,498000
Piso,Ciudad Lineal,84,3,0,0,1,0,0,1,265000
Piso,Moncloa,320,5,0,0,1,1,0,0,1500000
Piso,Salamanca,169,3,1,1,1,1,0,1,1350000
Piso,Retiro,210,4,0,1,1,0,1,1,897000
Piso,Villaverde,90,2,1,1,1,1,1,0,101800
Piso,Latina,65,2,0,0,1,1,0,0,190000
Piso,Villaverde,57,3,0,0,0,0,0,1,129000
Piso,Ciudad Lineal,150,3,1,1,1,1,1,1,900000
Piso,Carabanchel,68,2,0,0,1,1,0,0,225000
Piso,San Blas,152,4,1,1,1,1,1,0,650000
Piso,Salamanca,231,3,1,1,1,1,1,0,2950000
Piso,Fuencarral,105,2,0,1,1,1,1,0,409000
Piso,Chamartín,81,3,0,1,1,1,0,0,410000
Ático,Salamanca,205,3,1,1,1,1,0,1,2490000
Piso,Salamanca,126,3,1,1,1,1,1,1,925000
Piso,Ciudad Lineal,81,3,0,1,0,0,0,0,277737
Piso,Hortaleza,130,3,1,1,1,1,1,0,599000
Piso,Centro,95,2,1,1,1,1,0,0,700000
Piso,Tetuán,94,3,1,1,1,0,0,1,270000
Piso,Villaverde,73,1,0,1,1,1,1,0,133700
Piso,Hortaleza,154,4,1,1,1,1,1,1,699000
Piso,Chamartín,114,3,0,1,1,1,0,1,575000
Piso,Chamberí,174,2,1,1,1,1,1,1,1101015
Piso,Chamartín,240,5,1,1,1,1,1,1,1140000
Piso,Chamberí,60,2,1,1,1,0,0,0,398500
Piso,Ciudad Lineal,52,2,0,1,0,1,0,1,139000
Piso,Chamartín,128,4,1,1,1,1,1,1,890000
Piso,Ciudad Lineal,94,3,1,0,1,1,1,0,350000
Piso,Puente de Vallecas,70,2,1,1,0,1,0,1,150000
Piso,Fuencarral,100,3,1,1,1,1,1,1,349000
Piso,Chamberí,214,3,1,1,1,1,0,0,1065000
Piso,Moratalaz,95,3,1,1,1,1,0,1,310000
Piso,Hortaleza,215,4,1,1,1,1,1,1,680000
Piso,Chamartín,73,3,0,1,1,1,0,1,395000
Piso,Retiro,109,2,1,1,1,1,0,0,790000
Piso,Latina,65,2,0,0,0,1,0,0,156000
Piso,Centro,131,3,1,1,1,1,0,0,695000
Piso,Ciudad Lineal,156,3,1,1,1,1,1,1,324000
Ático,Fuencarral,90,2,1,1,1,1,1,1,479000
Piso,Arganzuela,42,2,1,1,0,1,0,0,239000
Piso,Tetuán,134,4,0,1,0,0,0,0,635000
Ático,Barajas,231,5,1,1,1,1,0,1,556000
Piso,Salamanca,495,6,1,0,1,0,1,1,3600000
Piso,Chamberí,171,4,0,1,1,1,0,0,725000
Piso,San Blas,60,3,0,0,0,1,0,1,175000
Piso,Puente de Vallecas,58,1,0,1,1,1,0,0,69900
Ático,Centro,360,5,1,1,1,1,1,1,3600000
Piso,Salamanca,195,3,1,1,1,0,1,0,1350000
Piso,Retiro,173,4,1,1,1,1,0,1,1150000
Piso,Chamartín,125,4,1,1,1,1,0,0,889000
Piso,Retiro,118,2,0,1,1,0,0,0,660000
Piso,Hortaleza,99,2,1,1,1,1,1,1,375000
Piso,Puente de Vallecas,80,2,1,1,1,1,0,1,235000
Piso,Centro,82,2,1,1,1,1,0,0,440000
Piso,Centro,62,2,1,0,0,0,0,0,325000
Piso,Latina,75,2,1,1,1,1,1,1,318000
Dúplex,Centro,262,2,1,1,1,1,0,0,769000
Dúplex,Fuencarral,394,7,1,1,0,1,1,0,1139771
Piso,Puente de Vallecas,68,3,0,0,1,1,0,1,150000
Piso,Ciudad Lineal,122,3,1,1,1,1,1,0,550000
Piso,Arganzuela,45,2,0,0,1,0,0,0,195000
Piso,Carabanchel,84,3,1,1,1,0,1,0,179999
Piso,Centro,45,1,0,0,1,1,0,0,220000
Piso,Chamberí,145,2,1,1,1,1,1,1,880000
Ático,Moncloa,141,3,1,1,1,1,1,1,2550000
Piso,Salamanca,38,1,1,1,1,0,0,1,358000
Piso,Chamartín,250,8,1,0,1,1,0,0,1175000
Piso,Chamberí,26,1,1,1,1,1,0,0,325000
Piso,Salamanca,109,3,1,1,1,1,0,0,799000
Piso,Salamanca,71,2,1,0,1,1,0,0,679000
Piso,Retiro,177,4,1,0,1,1,0,1,650000
Piso,San Blas,82,3,0,1,0,1,0,1,199999
Piso,Salamanca,138,3,1,0,1,1,0,1,995000
Piso,Fuencarral,100,3,0,1,0,1,0,0,295000
Piso,Latina,115,3,1,0,1,0,1,0,305000
Piso,Centro,101,2,1,0,0,1,0,0,829000
Piso,Moratalaz,59,3,1,1,1,1,0,0,169000
Piso,Puente de Vallecas,112,3,0,1,1,1,1,1,250000
Piso,Tetuán,68,2,1,1,1,1,0,0,325000
Piso,Salamanca,104,3,1,1,1,1,0,0,599900
Piso,Centro,115,3,1,0,1,1,0,0,859000
Dúplex,Hortaleza,141,3,1,1,1,1,0,1,650000
Piso,Hortaleza,147,4,0,1,1,1,0,1,315000
Piso,Salamanca,293,5,0,1,1,0,0,0,2750000
Piso,Chamberí,456,6,1,1,1,1,1,1,3115000
Piso,Fuencarral,120,3,1,1,1,0,1,0,450000
Piso,Fuencarral,160,3,1,0,1,1,1,1,510000
Piso,Moratalaz,65,2,0,0,0,1,0,1,168000
Piso,Centro,68,1,0,0,1,1,0,0,344000
Piso,Tetuán,201,3,1,1,1,1,0,0,1449000
Piso,San Blas,145,4,0,1,1,1,1,0,397000
Piso,Arganzuela,95,2,0,1,1,1,1,0,490000
Piso,Ciudad Lineal,100,3,0,0,1,0,0,0,350000
Piso,San Blas,102,2,0,1,1,1,0,1,205000
Piso,Chamberí,146,3,1,1,1,1,0,1,1500000
Piso,Centro,52,2,1,0,0,1,0,1,400000
Piso,Chamartín,169,3,1,1,1,1,1,1,1100000
Piso,Latina,36,1,0,1,1,0,0,1,195000
Piso,Tetuán,92,3,0,0,1,0,0,1,267700
Piso,Salamanca,70,2,1,1,1,1,1,1,470000
Piso,Fuencarral,48,2,1,1,0,1,0,0,155000
Piso,Puente de Vallecas,62,2,1,1,0,1,0,0,128995
Piso,Centro,120,2,0,1,1,0,0,0,889000
Ático,Villa de Vallecas,80,2,1,1,1,1,1,1,360000
Piso,Chamartín,164,4,0,1,1,1,0,1,799000
Piso,Salamanca,129,2,1,1,1,1,0,0,1330000
Piso,Chamberí,65,1,0,1,1,1,1,0,550000
Piso,Tetuán,97,2,1,1,1,1,1,0,454000
Piso,Centro,38,2,0,1,0,1,0,0,181000
Piso,Carabanchel,69,3,1,1,0,1,0,0,154000
Ático,Chamartín,110,2,1,1,1,1,0,1,729000
Piso,Chamberí,86,2,0,1,1,1,0,0,435000
Piso,Centro,133,3,1,0,1,1,0,1,1019000
Piso,Salamanca,106,2,1,0,1,1,0,0,995000
Piso,Fuencarral,139,3,1,1,1,1,1,0,509000
Piso,Chamberí,360,5,0,1,1,0,1,0,3450000
Piso,Chamberí,175,5,1,1,1,1,0,0,845000
Piso,Chamberí,170,3,0,1,1,1,0,0,900000
Piso,Centro,102,3,1,0,0,1,0,1,829000
Piso,Arganzuela,130,2,0,1,1,1,0,0,435800
Piso,Carabanchel,103,4,0,0,0,0,0,1,298300
Piso,Centro,211,6,1,1,1,1,0,0,995000
Piso,Moncloa,237,5,1,1,1,1,1,1,1387500
Piso,Arganzuela,71,2,1,1,1,1,1,1,427000
Piso,Moncloa,78,2,1,1,1,1,0,1,348000
Piso,Moncloa,156,2,1,0,0,1,1,1,600000
Dúplex,Tetuán,69,1,0,1,1,1,1,1,225900
Piso,Chamartín,107,3,0,1,0,1,0,1,370000
Ático,Chamberí,90,2,1,1,1,1,0,1,660000
Piso,Chamberí,62,3,1,1,1,1,0,0,320000
Piso,Usera,131,5,1,0,0,1,0,1,255000
Piso,Hortaleza,66,3,0,0,0,1,0,1,149000
Piso,Salamanca,39,1,1,0,1,1,0,0,420000
Piso,Arganzuela,65,2,1,1,1,0,0,0,360000
Piso,Salamanca,130,3,0,0,1,0,0,0,1800000
Piso,Centro,100,2,1,1,0,1,0,0,435000
Piso,Tetuán,149,4,1,1,1,1,0,0,423273
Piso,Hortaleza,100,4,1,0,1,0,0,1,359000
Piso,Ciudad Lineal,58,2,0,1,1,1,0,1,126200
Piso,Tetuán,101,2,1,1,1,1,1,0,542000
Piso,Salamanca,288,3,1,1,1,1,0,0,3700000
Piso,Retiro,123,4,0,0,1,0,0,0,490000
Piso,Vicálvaro,40,2,0,0,1,0,0,1,141000
Piso,Ciudad Lineal,79,2,1,1,0,1,0,0,200000
Piso,Salamanca,106,2,1,0,1,1,0,1,995000
Piso,Salamanca,103,3,1,0,1,1,0,0,735000
Piso,Chamberí,138,4,0,1,1,1,1,0,828000
Piso,Salamanca,78,3,1,1,1,1,0,1,425000
Piso,Carabanchel,89,1,1,1,1,1,0,1,295000
Ático,Moncloa,270,5,1,1,1,1,1,1,1200000
Piso,Moncloa,156,2,1,1,0,1,1,1,600000
Piso,Moncloa,95,2,1,1,1,1,1,1,549000
Piso,Chamartín,105,2,1,1,1,1,0,1,850000
Piso,Latina,92,3,0,1,1,1,0,1,234000
Piso,Chamberí,157,3,1,1,1,1,1,1,750000
Piso,Usera,94,2,0,0,0,1,0,1,180000
Piso,Ciudad Lineal,78,2,0,1,1,1,1,0,247198
Ático,Salamanca,62,1,1,1,1,1,0,0,500000
Piso,Moncloa,258,5,1,1,1,1,1,1,1450000
Piso,Salamanca,84,2,0,0,1,0,0,1,700000
Piso,Barajas,120,3,1,1,1,1,1,1,360000
Piso,Moncloa,141,2,1,1,1,1,0,1,849000
Piso,Fuencarral,81,3,1,1,1,1,0,1,375000
Piso,Carabanchel,74,3,1,0,0,1,0,1,156000
Ático,Moncloa,300,4,1,1,1,1,1,1,1340000
Piso,Chamartín,42,2,0,1,1,1,0,1,194000
Piso,Arganzuela,93,3,1,1,1,1,1,1,340000
Piso,Tetuán,150,4,0,0,0,0,0,1,395000
Piso,Tetuán,173,4,1,1,1,1,0,1,799000
Ático,Retiro,71,3,1,0,1,1,0,1,430000
Piso,Ciudad Lineal,50,2,1,1,0,1,0,0,174000
Dúplex,Villa de Vallecas,138,3,1,1,1,1,1,1,475000
Piso,Chamartín,100,2,1,1,1,0,0,0,770000
Piso,Ciudad Lineal,63,3,1,1,0,1,0,0,175000
Piso,Chamberí,45,1,0,0,1,1,0,0,200000
Piso,Retiro,56,2,0,0,1,0,0,0,260000
Piso,Chamberí,220,5,0,1,1,1,1,1,799900
Piso,Latina,69,2,0,1,1,0,0,1,194000
Piso,Salamanca,66,2,1,1,1,1,0,0,325000
Piso,Ciudad Lineal,55,2,1,1,0,1,0,0,200000
Piso,Chamberí,131,3,1,1,1,1,0,1,595000
Piso,Chamberí,55,2,1,1,1,1,0,1,340000
Piso,Chamartín,81,3,1,1,1,0,0,0,530000
Piso,Ciudad Lineal,81,3,1,1,0,1,0,0,190000
Ático,Salamanca,315,2,1,1,1,1,0,1,1680000
Piso,Hortaleza,62,2,0,1,0,0,0,1,183000
Piso,Arganzuela,86,3,1,1,1,1,0,0,475000
Piso,Latina,65,2,0,0,0,1,0,0,129500
Piso,Centro,110,2,1,1,1,1,0,0,559000
Piso,Centro,90,2,0,1,1,1,1,0,390000
Piso,Centro,50,1,0,1,1,0,0,0,260000
Piso,Moratalaz,147,4,1,0,1,1,1,0,599500
Piso,Centro,82,3,1,1,1,1,0,0,360000
Piso,Carabanchel,63,2,1,0,0,1,0,1,150000
Piso,Centro,50,1,1,0,1,1,0,0,220000
Piso,Arganzuela,257,4,1,1,1,0,0,0,1090000
Piso,Centro,60,1,0,1,0,0,0,0,305000
Piso,Chamartín,78,2,0,1,1,1,0,1,350000
Piso,Ciudad Lineal,69,3,0,0,1,1,0,1,199900
Dúplex,Tetuán,130,4,1,0,0,1,0,0,330000
Piso,Salamanca,105,2,0,1,1,0,0,1,448900
Piso,Chamartín,130,3,1,1,1,1,0,0,355000
Piso,Tetuán,136,3,1,1,1,1,1,0,658000
Piso,Latina,86,3,0,0,1,1,1,0,295000
Piso,Centro,188,3,1,1,1,1,0,0,1495000
Piso,Carabanchel,67,3,0,1,0,1,0,0,155000
Piso,Retiro,106,4,1,1,1,1,1,0,640000
Piso,Puente de Vallecas,50,1,0,0,0,0,0,0,124200
Piso,Moncloa,228,5,1,1,1,1,0,0,1150000
Piso,Centro,155,3,1,0,1,0,0,0,1290000
Piso,Salamanca,59,1,0,0,0,0,0,0,400000
Piso,Salamanca,288,3,1,1,1,1,0,0,2680000
Piso,Centro,64,2,1,0,1,0,0,0,309000
Piso,Centro,153,2,1,1,0,1,0,1,830000
Dúplex,Puente de Vallecas,130,6,0,1,0,1,0,0,260000
Piso,Carabanchel,54,2,0,1,0,0,0,0,90000
Ático,Chamberí,98,2,1,1,1,1,1,1,850000
Ático,Salamanca,300,3,1,1,1,0,1,1,2500000
Piso,Salamanca,200,4,1,1,1,1,0,0,1750000
Piso,Chamberí,415,6,1,1,1,0,1,1,2950000
Piso,Arganzuela,117,4,0,1,1,1,0,1,443000
Piso,Fuencarral,84,3,0,1,0,1,0,0,189000
Piso,Chamberí,96,3,0,0,1,1,0,0,450000
Piso,Salamanca,270,4,1,1,1,1,1,1,2625000
Piso,Salamanca,69,2,0,0,1,0,0,0,460000
Piso,Arganzuela,94,3,0,0,1,1,0,0,230000
Piso,Chamartín,170,3,1,1,1,1,1,1,1245000
Piso,Carabanchel,70,3,1,0,0,1,0,1,168000
Piso,Latina,76,3,1,1,1,1,0,0,289000
Piso,Arganzuela,63,2,1,0,0,1,0,0,299000
Piso,Latina,110,3,1,1,1,1,1,1,297000
Piso,Moncloa,86,2,1,1,1,1,0,0,349000
Piso,Centro,273,2,0,1,1,0,0,1,1850000
Piso,Tetuán,180,2,1,0,1,1,0,0,1000000
Piso,Carabanchel,82,2,0,1,1,1,1,0,260000
Piso,Barajas,86,2,1,1,1,1,1,0,297000
Piso,San Blas,47,2,0,0,1,0,0,0,117867
Piso,San Blas,36,1,0,1,1,0,0,0,159000
Piso,Tetuán,67,2,1,1,0,0,0,0,278000
Piso,Latina,75,3,0,0,1,1,0,0,205000
Piso,Ciudad Lineal,64,3,1,0,1,1,0,1,285000
Piso,Puente de Vallecas,84,2,0,1,1,1,0,1,155900
Piso,Tetuán,93,3,0,1,0,1,0,1,315000
Piso,Moncloa,210,5,0,1,1,1,1,1,940000
Piso,Villaverde,96,2,1,1,1,1,1,0,187500
Piso,San Blas,264,4,1,1,1,1,1,1,590000
Dúplex,Vicálvaro,82,2,0,0,0,1,0,0,189000
Piso,Ciudad Lineal,71,2,0,0,0,1,0,0,240000
Piso,Latina,81,3,1,1,1,1,1,1,298000
Piso,Villaverde,107,4,1,1,1,1,1,1,274500
Piso,Vicálvaro,95,2,1,1,1,1,1,1,360000
Piso,Salamanca,69,2,1,1,1,1,0,0,510000
Piso,Villaverde,99,4,0,0,1,1,1,0,289000
Piso,Centro,119,3,1,0,1,0,0,0,950000
Piso,Chamberí,67,2,0,0,0,0,0,0,411000
Piso,Salamanca,471,6,1,1,1,1,1,0,4155000
Piso,Ciudad Lineal,46,1,0,0,1,1,0,0,185000
Piso,Chamberí,193,4,1,1,1,1,1,1,999000
Ático,Carabanchel,170,3,0,0,0,1,0,1,299000
Piso,Latina,105,4,0,0,1,1,0,0,275000
Piso,Chamberí,330,7,1,0,1,0,0,0,1500000
Dúplex,Centro,120,2,1,0,1,1,0,1,499000
Piso,Centro,94,3,0,0,0,1,0,0,460000
Piso,Centro,43,1,1,0,0,0,0,0,179990
Piso,Latina,65,2,1,0,1,1,0,0,250000
Piso,Usera,64,2,1,0,0,1,0,0,119000
Piso,Villaverde,57,2,0,0,0,1,0,1,89900
Piso,Chamberí,362,4,1,1,1,1,1,1,2390000
Piso,Arganzuela,141,6,1,1,1,1,0,1,500000
Piso,Moncloa,67,2,1,1,0,1,0,1,290000
Piso,Tetuán,55,2,1,1,1,1,0,0,385000
Piso,Centro,90,3,0,0,0,1,0,1,615000
Piso,Moratalaz,50,2,0,0,1,0,0,1,165000
Piso,Retiro,240,3,1,1,1,0,1,0,3000000
Piso,Hortaleza,69,1,1,1,1,1,1,0,335000
Piso,Chamartín,263,3,1,1,1,1,1,1,2100000
Piso,San Blas,94,4,0,0,1,1,0,1,190000
Piso,Chamberí,53,3,0,0,1,0,0,1,267500
Piso,San Blas,57,3,0,0,0,0,1,0,134999
Piso,Villaverde,111,4,0,0,1,0,0,0,150000
Piso,Villa de Vallecas,93,3,1,0,1,0,0,1,199000
Piso,Carabanchel,54,1,1,0,0,1,0,0,144999
Piso,Centro,90,3,0,0,0,1,0,1,619000
Piso,Carabanchel,69,2,0,1,0,1,0,0,129000
Piso,Salamanca,102,3,1,1,1,1,0,1,889000
Piso,Ciudad Lineal,65,3,0,1,0,1,0,1,173200
Piso,Fuencarral,151,4,1,1,1,0,1,0,620000
Piso,Barajas,138,3,0,1,1,1,0,0,402500
Piso,Latina,65,3,0,0,0,1,0,1,161000
Piso,Ciudad Lineal,78,3,1,1,0,1,0,0,273000
Piso,Tetuán,51,2,0,0,0,0,0,1,175000
Piso,Salamanca,75,2,1,1,1,1,0,0,550000
Piso,San Blas,95,3,1,1,1,1,0,0,214900
Piso,Salamanca,320,5,1,1,1,0,1,0,3840000
Piso,Centro,93,4,0,0,0,0,0,0,560000
Piso,Tetuán,121,3,1,1,1,1,0,0,1099000
Piso,Salamanca,138,4,0,1,1,1,0,0,1100000
Piso,Barajas,166,4,0,1,1,1,1,1,485000
Piso,Usera,43,2,0,0,0,1,0,0,95000
Piso,Carabanchel,70,3,1,0,0,1,0,1,149000
Piso,Centro,261,9,0,0,1,0,0,0,1095000
Piso,Ciudad Lineal,200,4,1,1,1,1,1,0,935000
Piso,Hortaleza,53,2,0,1,0,1,0,1,165000
Piso,Puente de Vallecas,65,3,0,0,0,0,0,1,189000
Apartamento,Centro,25,1,1,0,1,0,0,0,165000
Piso,Usera,86,4,1,1,0,1,1,1,220000
Piso,Salamanca,206,3,1,1,1,0,0,0,2000000
Piso,Salamanca,121,2,0,1,1,0,0,0,639000
Piso,Arganzuela,52,1,0,1,1,0,0,0,236000
Piso,Villaverde,73,2,0,0,1,1,0,0,215000
Piso,Centro,45,2,0,0,1,0,0,0,271000
Piso,Centro,99,1,1,1,0,1,0,0,750000
Ático,Tetuán,57,1,1,1,1,1,0,1,260000
Piso,Villaverde,73,3,0,0,0,1,0,1,131000
Piso,Arganzuela,103,3,1,1,1,1,0,1,455000
Piso,Latina,74,3,1,1,1,1,0,0,155000
Ático,Tetuán,92,1,0,1,1,1,1,1,340000
Piso,Chamartín,80,3,1,1,0,1,0,0,349000
Piso,Salamanca,60,1,0,1,1,1,0,1,240000
Piso,Puente de Vallecas,40,2,1,0,0,1,0,0,125000
Piso,Centro,220,8,1,1,1,1,0,0,1250000
Dúplex,Ciudad Lineal,96,1,1,1,0,1,0,0,275000
Piso,Fuencarral,171,4,0,1,1,1,1,1,640000
Piso,Ciudad Lineal,97,3,0,0,0,1,0,1,220000
Piso,Moncloa,99,3,1,0,1,1,0,1,355000
Piso,Chamberí,84,3,0,1,1,1,1,0,399000
Piso,Ciudad Lineal,58,3,0,0,0,1,0,0,140000
Piso,Salamanca,141,3,1,0,1,1,0,1,828000
Piso,Fuencarral,103,2,1,1,1,1,1,0,570000
Piso,Moncloa,65,2,0,1,0,0,0,0,247500
Piso,Salamanca,52,1,1,1,1,1,0,1,320000
Piso,Puente de Vallecas,74,2,1,1,0,1,0,1,185000
Piso,Tetuán,54,1,0,1,1,0,1,1,224200
Piso,Carabanchel,95,3,0,0,1,0,0,1,268000
Piso,Puente de Vallecas,57,2,0,1,0,0,0,0,120000
Piso,Villa de Vallecas,94,4,1,1,1,1,0,1,239000
Piso,Moncloa,126,3,1,1,1,1,1,1,520000
Piso,Chamberí,78,1,1,1,1,1,0,0,450000
Piso,Centro,55,1,1,1,1,1,0,0,340000
Piso,Salamanca,96,2,1,1,1,1,0,0,899000
Piso,Fuencarral,110,3,1,0,0,0,1,1,595000
Piso,Chamberí,132,4,1,0,1,1,1,1,780000
Piso,Fuencarral,239,5,1,0,0,0,0,0,1076000
Piso,Ciudad Lineal,52,2,1,1,0,1,0,0,195000
Piso,Salamanca,150,2,1,1,1,1,0,0,1650000
Piso,Chamberí,50,2,0,1,1,1,0,0,315000
Piso,Arganzuela,120,3,1,1,1,1,1,1,1100000
Piso,Chamartín,202,4,1,1,1,1,1,1,850000
Piso,Salamanca,204,5,0,1,1,1,0,1,750000
Piso,Retiro,90,2,1,1,1,1,0,0,735000
Piso,Fuencarral,78,2,0,1,1,1,1,0,390000
Piso,Tetuán,57,4,0,0,0,1,0,0,165000
Piso,Puente de Vallecas,117,4,0,1,1,1,1,1,213000
Piso,Salamanca,271,4,1,1,1,1,0,1,3700000
Piso,Arganzuela,120,4,1,1,1,1,0,0,550000
Dúplex,Tetuán,65,1,1,1,1,1,0,1,289000
Piso,Centro,107,2,1,1,1,1,1,0,1490000
Piso,Chamartín,117,3,0,1,1,1,1,1,619999
